id,label
041503,B
041601,A
041602,D
041603,A
041701,C
041702,D
041801,B
041802,D
041803,B
041901,D
041902,B
042001,D
042002,C
042003,B
042101,C
042102,C
042201,B
042202,B
042301,D
042302,D
042401,B
042402,A
042501,A
042502,A
042601,A
042602,C
042701,D
042702,C
042801,D
042802,C
042803,B
042901,D
042902,B
043001,D
043002,B
043101,B
043102,D
043201,A
043202,B
043301,D
043302,D
043303,B
043401,C
043402,C
043403,B
043501,C
043502,D
043601,A
043602,D
043603,B
043701,C
043702,A
043801,B
043802,D
043901,C
043902,C
044001,C
044002,C
044101,D
044102,C
044201,D
044202,C
044301,D
044302,D
044401,C
044402,C
044501,C
044502,C
044503,D
044601,A
044602,A
044603,D
044701,A
044702,B
044703,D
044801,B
044802,B
044803,B
044901,D
044902,C
044903,C
045001,C
045002,C
045003,B
045101,B
045102,C
045103,B
045201,A
045202,A
045301,A
045302,B
045401,C
045402,C
045403,B
045501,B
045502,B
045601,D
045602,C
045701,C
045702,B
045801,C
045802,B
045901,C
045902,B
045903,C
046001,A
046002,D
046003,A
046101,B
046102,D
046201,B
046202,D
046203,C
046301,C
046302,C
046303,A
046401,B
046402,A
046501,C
046502,A
046601,B
046602,C
046701,C
046702,C
046801,B
046802,B
046803,A
046901,A
046902,B
046903,A
047001,C
047002,C
047101,D
047102,C
047103,B
047201,C
047202,C
047203,D
047301,A
047302,D
047303,A
047304,C
047401,B
047402,D
047403,D
047501,D
047502,D
047503,B
047601,D
047602,B
047603,B
047701,B
047702,B
047801,C
047802,A
047901,A
047902,C
047903,A
048001,D
048002,A
048003,B
048004,B
048101,C
048102,A
048103,C
048104,A
048201,D
048202,A
048301,A
048302,A
048303,D
048401,A
048402,B
048403,B
048501,D
048502,D
048601,B
048602,C
048603,D
048701,A
048702,B
048801,D
048802,C
048901,B
048902,D
049001,D
049002,D
049101,C
049102,B
049103,A
049201,C
049202,A
049301,C
049302,A
049401,C
049402,D
049501,B
049502,C
049601,C
049602,C
049701,B
049702,C
049801,D
049802,C
049803,A
049901,D
049902,A
050001,D
050002,D
050003,A
050101,A
050102,B
050103,B
050201,C
050202,A
050203,D
050301,D
050302,D
050303,A
050304,D
050401,D
050402,D
050403,D
050501,D
050502,B
050503,A
050601,A
050602,B
050603,D
050701,B
050702,D
050801,A
050802,A
050803,C
050901,C
050902,D
051001,B
051002,D
051003,A
051101,C
051102,B
051103,C
051201,B
051202,A
051301,B
051302,A
051401,A
051402,B
051501,C
051502,A
051601,D
051602,B
051701,C
051702,A
051703,C
051801,B
051802,B
051803,B
051901,D
051902,C
051903,C
052001,C
052002,B
052003,D
052101,B
052102,C
052103,D
052201,D
052202,A
052203,B
052301,D
052302,B
052303,A
052401,D
052402,C
052403,C
052501,C
052502,C
052503,C
052601,C
052602,D
052701,D
052702,D
052801,B
052802,B
052803,A
052901,D
052902,D
052903,D
053001,D
053002,B
053003,C
053101,C
053102,A
053103,C
053201,A
053202,D
053203,B
053301,C
053302,D
053303,D
053401,D
053402,A
053403,B
053501,D
053502,B
053601,D
053602,A
053603,B
053701,B
053702,C
053703,C
053801,C
053802,C
053901,A
053902,C
053903,A
054001,B
054002,D
054003,B
054101,B
054102,C
054103,D
054201,C
054202,A
054203,D
054301,A
054302,A
054303,A
054401,D
054402,D
054403,B
054501,B
054502,C
054503,D
054504,A
054601,D
054602,B
054701,B
054702,C
054703,B
054801,B
054802,A
054803,C
054804,D
054805,D
054901,A
054902,C
054903,C
055001,B
055002,A
055101,A
055102,D
055103,A
055201,A
055202,B
055203,B
055301,C
055302,B
055303,A
055401,D
055402,D
055403,B
055501,A
055502,B
055503,C
055601,B
055602,C
055603,C
055701,D
055702,B
055703,C
055801,A
055802,C
055803,C
055901,D
055902,C
056001,C
056002,D
056003,C
056101,A
056102,C
056201,C
056202,D
056301,B
056302,C
056401,D
056402,D
056501,B
056502,A
056503,D
056601,D
056602,A
056701,C
056702,A
056801,C
056802,A
056901,B
056902,A
056903,A
057001,C
057002,A
057003,C
057101,D
057102,D
057103,C
057201,A
057202,B
057301,D
057302,D
057303,B
057401,D
057402,C
057501,D
057502,D
057503,B
057601,C
057602,B
057701,D
057702,B
057703,D
057801,B
057802,D
057803,C
057901,B
057902,C
057903,D
058001,C
058002,C
058003,D
058101,D
058102,A
058103,D
058201,C
058202,C
058203,D
058301,A
058302,A
058303,D
058401,A
058402,B
058501,C
058502,C
058503,B
058601,D
058602,B
058603,C
058701,D
058702,B
058703,D
058801,C
058802,D
058803,D
058901,D
058902,B
058903,D
059001,B
059002,B
059003,A
059101,C
059102,B
059103,D
059201,B
059202,B
059203,D
059301,D
059302,D
059303,C
059401,B
059402,B
059403,C
059501,D
059502,A
059503,C
059601,B
059602,D
059603,A
059701,D
059702,A
059703,A
059801,C
059802,B
059901,B
059902,D
059903,C
060001,A
060002,C
060101,D
060102,D
060201,B
060202,B
060203,D
060301,D
060302,D
060303,C
060401,C
060402,D
060403,D
060501,C
060502,A
060503,D
060601,C
060602,B
060603,C
060701,A
060702,D
060703,C
060801,B
060802,A
060803,B
060901,C
060902,B
060903,A
061001,C
061002,B
061003,C
061101,C
061102,C
061201,B
061202,A
061301,A
061302,A
061303,B
061401,C
061402,C
061403,D
061501,D
061502,A
061503,B
061601,C
061602,C
061603,D
061701,B
061702,B
061703,B
061801,A
061802,D
061803,C
061901,A
061902,A
062001,D
062002,C
062101,B
062102,B
062201,B
062202,C
062203,D
062301,B
062302,D
062401,C
062402,B
062501,A
062502,A
062601,A
062602,A
062603,A
062701,A
062702,B
062703,D
062801,B
062802,C
062803,D
062901,D
062902,A
062903,C
063001,D
063002,D
063003,B
063101,C
063102,A
063103,C
063201,A
063202,B
063301,A
063302,A
063303,B
063401,B
063402,B
063403,A
063501,B
063502,B
063601,B
063602,D
063603,B
063701,B
063702,C
063703,C
063801,D
063802,A
063803,C
063901,C
063902,C
063903,B
064001,B
064002,D
064003,A
064101,B
064102,C
064103,A
064201,C
064202,A
064203,D
064301,C
064302,B
064303,B
064401,C
064402,C
064403,B
064501,A
064502,C
064503,B
064601,B
064602,B
064603,A
064701,C
064702,B
064703,C
064801,D
064802,A
064803,A
064901,D
064902,C
064903,C
065001,A
065002,B
065003,D
065101,B
065102,C
065103,A
065201,D
065202,C
065203,B
065301,C
065302,D
065303,A
065401,B
065402,B
065403,B
065501,C
065502,A
065503,C
065601,B
065602,C
065603,B
065701,D
065702,C
065703,D
065801,C
065802,C
065803,B
065901,D
065902,A
065903,D
066001,D
066002,C
066003,B
066101,D
066102,C
066103,B
066201,B
066202,D
066203,C
066301,B
066302,D
066401,A
066402,B
066403,B
066501,A
066502,B
066503,C
066601,B
066602,B
066603,A
066701,A
066702,A
066703,B
066801,C
066802,D
066803,C
066901,B
066902,A
066903,B
067001,C
067002,D
067101,D
067102,D
067103,C
067201,A
067202,B
067301,A
067302,D
067401,A
067402,C
067501,B
067502,C
067503,C
067601,D
067602,B
067701,A
067702,C
067801,B
067802,A
067803,C
067901,B
067902,A
067903,A
068001,B
068002,A
068003,C
068101,B
068102,C
068103,B
068201,C
068202,A
068203,D
068301,D
068302,B
068303,D
068401,B
068402,D
068501,D
068502,B
068601,B
068602,A
068603,A
068701,B
068702,C
068703,A
068801,D
068802,B
068803,A
068901,D
068902,A
068903,C
069001,D
069002,C
069101,D
069102,B
069103,B
069201,A
069202,C
069203,A
069301,C
069302,B
069303,D
069401,C
069402,C
069403,C
069501,B
069502,A
069503,B
069601,D
069602,D
069603,D
069701,B
069702,B
069703,A
069801,B
069802,A
069901,C
069902,D
069903,B
070001,D
070002,C
070003,C
070101,B
070102,D
070103,C
070201,B
070202,A
070203,A
070301,C
070302,D
070303,D
070401,D
070402,B
070501,B
070502,A
070601,B
070602,A
070603,B
070701,D
070702,B
070801,B
070802,B
070803,B
070901,A
070902,C
071001,A
071002,A
071101,C
071102,A
071201,A
071202,C
071203,B
071301,C
071302,D
071303,D
071401,D
071402,D
071403,D
071501,C
071502,B
071503,B
071601,B
071602,A
071701,B
071702,B
071703,C
071801,D
071802,B
071803,C
071901,C
071902,A
071903,C
072001,C
072002,D
072003,C
072101,A
072102,C
072103,B
072201,D
072202,D
072203,C
072301,B
072302,A
072303,B
072401,D
072402,C
072403,B
072501,D
072502,B
072503,C
072601,D
072602,C
072603,A
072701,D
072702,D
072703,C
072801,D
072802,C
072803,C
072901,C
072902,D
072903,B
072904,B
073001,C
073002,C
073003,B
073101,A
073102,C
073201,A
073202,C
073203,B
073301,C
073302,C
073303,D
073401,C
073402,C
073403,C
073501,C
073502,D
073503,A
073601,C
073602,D
073701,C
073702,A
073801,D
073802,C
073901,D
073902,C
074001,A
074002,C
074003,A
074101,D
074102,D
074103,C
074201,C
074202,D
074203,C
074301,D
074302,D
074303,C
074401,A
074402,B
074403,A
074501,C
074502,C
074503,B
074601,D
074602,D
074603,B
074701,C
074702,C
074703,C
074801,D
074802,B
074803,D
074901,B
074902,D
074903,B
075001,D
075002,C
075003,C
075101,C
075102,A
075103,B
075201,B
075202,D
075203,B
075301,C
075302,D
075303,B
075401,D
075402,D
075403,A
075501,D
075502,D
075503,A
075601,C
075602,C
075603,C
075701,C
075702,A
075703,B
075801,C
075802,B
075803,B
075901,A
075902,A
075903,D
076001,B
076002,A
076003,D
076101,C
076102,C
076201,A
076202,A
076203,A
076301,B
076302,B
076303,A
076401,B
076402,D
076403,A
076501,D
076502,B
076503,C
076601,A
076602,B
076603,B
076604,A
076701,D
076702,C
076703,A
076704,A
076801,A
076802,D
076803,C
076901,D
076902,C
076903,D
077001,C
077002,A
077003,B
077101,C
077102,A
077103,D
077201,B
077202,D
077203,D
077204,C
077301,D
077302,D
077303,A
077401,B
077402,A
077403,A
077501,C
077502,B
077503,A
077601,B
077602,B
077603,A
077701,B
077702,B
077703,C
077801,A
077802,D
077803,D
077901,B
077902,D
077903,B
078001,B
078002,C
078003,C
078101,A
078102,B
078103,C
078201,B
078202,B
078203,D
078301,A
078302,B
078401,C
078402,D
078403,C
078501,D
078502,B
078503,D
078601,B
078602,C
078603,D
078701,B
078702,A
078703,C
078801,B
078802,A
078803,D
078901,C
078902,B
078903,D
079001,C
079002,B
079003,C
079101,B
079102,D
079103,C
079201,B
079202,D
079203,D
079301,C
079302,C
079303,D
079401,B
079402,B
079403,B
079501,B
079502,C
079601,D
079602,C
079603,C
079701,C
079702,C
079703,D
079801,A
079802,A
079803,B
079901,D
079902,A
079903,A
080001,D
080002,D
080101,D
080102,C
080103,A
080201,D
080202,C
080203,C
080301,D
080302,A
080303,C
080401,A
080402,D
080501,C
080502,D
080601,C
080602,A
080603,B
080701,C
080702,B
080703,B
080801,B
080802,C
080803,A
080901,D
080902,D
080903,B
081001,C
081002,A
081003,A
081101,D
081102,C
081103,C
081201,B
081202,C
081203,A
081301,D
081302,B
081303,C
081401,A
081402,A
081403,A
081501,C
081502,B
081503,A
081601,C
081602,B
081603,C
081701,C
081702,B
081703,C
081801,B
081802,A
081901,C
081902,C
082001,A
082002,C
082003,A
082101,A
082102,C
082103,A
082201,D
082202,D
082301,C
082302,B
082303,B
082401,D
082402,A
082501,B
082502,B
082601,C
082602,D
082603,A
082701,A
082702,A
082801,D
082802,C
082901,A
082902,C
083001,D
083002,B
083101,D
083102,A
083201,C
083202,C
083301,D
083302,D
083303,B
083401,D
083402,B
083501,D
083502,A
083601,B
083602,B
083701,D
083702,C
083801,C
083802,A
083901,D
083902,C
084001,B
084002,C
084003,A
084101,D
084102,B
084201,D
084202,A
084203,C
084301,D
084302,B
084303,C
084401,C
084402,C
084501,C
084502,D
084601,A
084602,D
084701,A
084702,A
084703,B
084801,C
084802,C
084901,C
084902,A
084903,C
085001,B
085002,B
085101,C
085102,D
085201,A
085202,C
085301,C
085302,A
085401,D
085402,B
085501,D
085502,C
085503,D
085601,A
085602,A
085603,B
085604,B
085701,B
085702,D
085703,B
085801,D
085802,D
085803,C
085901,D
085902,C
086001,D
086002,B
086101,B
086102,C
086201,B
086202,B
086301,C
086302,D
086401,C
086402,B
086501,A
086502,B
086601,C
086602,D
086701,A
086702,A
086801,C
086802,C
086901,B
086902,D
087001,B
087002,A
087101,C
087102,A
087201,D
087202,D
087301,B
087302,A
087303,B
087401,D
087402,D
087403,C
087501,D
087502,A
087503,C
087601,B
087602,D
087603,B
087701,C
087702,C
087801,B
087802,D
087803,A
087901,A
087902,B
088001,C
088002,A
088003,A
088101,C
088102,D
088201,D
088202,A
088301,B
088302,B
088303,C
088401,B
088402,C
088501,D
088502,C
088503,D
088601,C
088602,C
088603,D
088701,C
088702,A
088703,D
088801,B
088802,B
088901,B
088902,C
089001,D
089002,A
089003,C
089101,B
089102,D
089103,B
089201,A
089202,D
089301,B
089302,C
089401,D
089402,B
089403,C
089501,C
089502,B
089601,C
089602,C
089701,C
089702,D
089703,D
089801,D
089802,A
089803,D
089901,D
089902,B
089903,D
090001,D
090002,D
090003,C
090101,D
090102,C
090103,B
090201,D
090202,A
090203,D
090301,C
090302,D
090303,A
090401,B
090402,A
090403,B
090501,A
090502,C
090601,B
090602,D
090603,C
090701,C
090702,C
090801,D
090802,A
090901,A
090902,D
090903,D
091001,D
091002,C
091101,C
091102,A
091103,C
091201,D
091202,D
091301,B
091302,B
091401,D
091402,A
091501,D
091502,A
091601,A
091602,A
091701,A
091702,A
091801,C
091802,C
091901,B
091902,B
092001,A
092002,D
092101,B
092102,B
092201,B
092202,C
092301,D
092302,C
092401,C
092402,B
092501,D
092502,A
092601,A
092602,A
092701,D
092702,A
092801,C
092802,B
092901,C
092902,A
093001,C
093002,C
093101,D
093102,B
093201,B
093202,B
093301,D
093302,D
093401,D
093402,B
093501,A
093502,A
093601,D
093602,B
093701,D
093702,C
093801,B
093802,D
093901,D
093902,B
094001,B
094002,D
094101,C
094102,D
094201,C
094202,B
094301,B
094302,B
094401,A
094402,B
094501,C
094502,A
094601,C
094602,D
094701,C
094702,C
094801,D
094802,C
094901,C
094902,C
095001,D
095002,D
095101,D
095102,D
095201,D
095202,B
095301,A
095302,B
095401,B
095402,A
095501,A
095502,A
095601,A
095602,A
095701,D
095702,D
095703,D
095801,B
095802,D
095901,C
095902,C
096001,B
096002,B
096101,A
096102,D
096201,C
096202,A
096301,C
096302,A
096303,B
096401,C
096402,B
096501,C
096502,D
096601,B
096602,A
096603,D
096701,D
096702,B
096801,C
096802,C
096901,B
096902,A
096903,A
097001,A
097002,A
097101,C
097102,B
097201,D
097202,B
097301,B
097302,A
097401,C
097402,C
097403,D
097501,A
097502,C
097601,C
097602,A
097701,C
097702,D
097801,D
097802,A
097901,A
097902,D
098001,B
098002,A
098101,C
098102,C
098103,B
098201,D
098202,A
098203,A
098301,D
098302,B
098303,C
098401,B
098402,D
098501,B
098502,B
098601,C
098602,B
098701,C
098702,A
098801,A
098802,C
098901,C
098902,D
099001,D
099002,D
099003,B
099004,C
099101,C
099102,A
099103,C
099201,C
099202,A
099203,C
099204,B
099301,D
099302,C
099303,A
099401,B
099402,B
099501,C
099502,A
099503,C
099601,D
099602,B
099603,D
099701,D
099702,A
099801,C
099802,D
099901,C
099902,D
099903,A
100001,B
100002,C
100003,C
